NAME,GEO_ID,B01003_001E,B01002_001E,B02001_002E,B25075_001E,B25026_002E,B25026_008E,B25026_007E,B25026_006E,B25026_006E,B25026_004E,B25026_003E,B25077_001E,B25075_025E,B15003_022E,B17001_001E,B19001_017E,B19013_001E
"Grundy County, Illinois",0500000US17063,50338.0,37.2,47309.0,13654.0,38019.0,2714.0,2525.0,6987.0,6987.0,6410.0,1272.0,183200.0,45.0,4774.0,49926.0,718.0,67162.0
"Hamilton County, Illinois",0500000US17065,8251.0,43.0,8192.0,2688.0,6621.0,895.0,662.0,1058.0,1058.0,1244.0,4.0,94100.0,0.0,567.0,8134.0,42.0,45076.0
"Hancock County, Illinois",0500000US17067,18633.0,46.4,18195.0,6108.0,14738.0,2233.0,1460.0,2905.0,2905.0,2398.0,137.0,84700.0,4.0,1843.0,18407.0,160.0,50077.0
"Hardin County, Illinois",0500000US17069,4173.0,46.1,3904.0,1231.0,3381.0,572.0,237.0,650.0,650.0,592.0,41.0,67500.0,0.0,238.0,4111.0,38.0,39926.0
"Henderson County, Illinois",0500000US17071,6966.0,49.2,6796.0,2403.0,5431.0,932.0,648.0,1270.0,1270.0,799.0,90.0,83800.0,0.0,544.0,6905.0,24.0,46216.0
"Henry County, Illinois",0500000US17073,49681.0,42.3,46507.0,15638.0,39439.0,4913.0,3869.0,7820.0,7820.0,6299.0,519.0,112700.0,44.0,5184.0,48825.0,504.0,54757.0
"Iroquois County, Illinois",0500000US17075,28814.0,44.3,27048.0,9089.0,21897.0,3102.0,2426.0,4829.0,4829.0,3457.0,352.0,95100.0,2.0,1984.0,28265.0,310.0,47823.0
"Jackson County, Illinois",0500000US17077,59188.0,30.8,45785.0,12285.0,31170.0,3400.0,3036.0,6013.0,6013.0,6260.0,702.0,109000.0,13.0,6172.0,54979.0,558.0,33845.0
"Jasper County, Illinois",0500000US17079,9592.0,42.8,9461.0,3098.0,8192.0,1096.0,873.0,2213.0,2213.0,1484.0,257.0,98700.0,11.0,866.0,9407.0,42.0,56305.0
"Jefferson County, Illinois",0500000US17081,38523.0,40.9,33797.0,11089.0,27573.0,2558.0,2981.0,5613.0,5613.0,5229.0,711.0,88500.0,7.0,2718.0,36082.0,241.0,43467.0
"Jersey County, Illinois",0500000US17083,22441.0,42.4,21806.0,6949.0,17442.0,1952.0,1663.0,3644.0,3644.0,2780.0,208.0,129900.0,35.0,1824.0,21472.0,181.0,52738.0
"Jo Daviess County, Illinois",0500000US17085,22186.0,48.6,21648.0,7528.0,17811.0,2281.0,1737.0,3913.0,3913.0,2394.0,425.0,140700.0,32.0,2515.0,21973.0,265.0,54702.0
"Johnson County, Illinois",0500000US17087,12866.0,42.9,11439.0,3732.0,9208.0,873.0,826.0,1755.0,1755.0,1963.0,82.0,96000.0,10.0,1056.0,10811.0,55.0,44179.0
"Kane County, Illinois",0500000US17089,526615.0,36.2,381666.0,127075.0,380715.0,20221.0,24106.0,81739.0,81739.0,68028.0,8413.0,215800.0,557.0,69910.0,520150.0,13277.0,71602.0
"Kankakee County, Illinois",0500000US17091,111493.0,37.4,89149.0,27873.0,74778.0,6977.0,6344.0,16183.0,16183.0,11810.0,1560.0,138900.0,51.0,8681.0,106808.0,916.0,54697.0
"Kendall County, Illinois",0500000US17093,121452.0,34.4,100946.0,32152.0,99478.0,4163.0,4105.0,13264.0,13264.0,18336.0,2303.0,205500.0,35.0,16580.0,120780.0,2503.0,85736.0
"Knox County, Illinois",0500000US17095,51752.0,42.1,44825.0,13829.0,32468.0,4660.0,3449.0,6569.0,6569.0,5421.0,506.0,80100.0,28.0,4148.0,47777.0,299.0,40605.0
"Lake County, Illinois",0500000US17097,702890.0,37.8,560871.0,178807.0,512426.0,27816.0,42945.0,120042.0,120042.0,89519.0,12077.0,246700.0,3639.0,117263.0,685353.0,32586.0,79886.0
"LaSalle County, Illinois",0500000US17099,111935.0,41.8,105539.0,32241.0,81383.0,11146.0,7876.0,17290.0,17290.0,12082.0,1102.0,123200.0,40.0,8744.0,108498.0,914.0,51684.0
"Lawrence County, Illinois",0500000US17101,16582.0,39.6,13351.0,4004.0,8666.0,1219.0,941.0,1988.0,1988.0,1688.0,255.0,70800.0,14.0,896.0,12073.0,57.0,42650.0
"Lee County, Illinois",0500000US17103,34718.0,42.7,31520.0,9893.0,23748.0,2646.0,2389.0,5141.0,5141.0,4106.0,469.0,114800.0,16.0,2724.0,31655.0,374.0,55067.0
"Livingston County, Illinois",0500000US17105,37278.0,41.2,34466.0,10436.0,25240.0,3057.0,2630.0,4825.0,4825.0,4757.0,682.0,110400.0,3.0,2519.0,34038.0,317.0,54074.0
"Logan County, Illinois",0500000US17107,29820.0,40.0,24020.0,7554.0,16815.0,2113.0,1602.0,3371.0,3371.0,3668.0,386.0,97500.0,15.0,2757.0,24035.0,244.0,52676.0
"McDonough County, Illinois",0500000US17109,31727.0,30.7,28665.0,7789.0,19486.0,2001.0,2160.0,3647.0,3647.0,3604.0,227.0,93300.0,4.0,3356.0,27736.0,221.0,41484.0
"McHenry County, Illinois",0500000US17111,307083.0,39.6,283564.0,86922.0,244857.0,12681.0,16139.0,56100.0,56100.0,37057.0,5385.0,208500.0,318.0,45268.0,304979.0,8068.0,79836.0
"McLean County, Illinois",0500000US17113,173254.0,32.6,144534.0,42825.0,112705.0,6696.0,7642.0,21035.0,21035.0,25324.0,2958.0,161800.0,61.0,30959.0,165599.0,3506.0,63420.0
"Macon County, Illinois",0500000US17115,108404.0,40.7,84943.0,30976.0,74690.0,8785.0,6626.0,14124.0,14124.0,15092.0,1563.0,95700.0,62.0,10916.0,104765.0,1231.0,47477.0
"Macoupin County, Illinois",0500000US17117,46482.0,43.0,45088.0,14522.0,36446.0,4078.0,4159.0,7339.0,7339.0,6448.0,442.0,95500.0,32.0,3933.0,45358.0,485.0,52337.0
"Madison County, Illinois",0500000US17119,266759.0,39.7,235054.0,75786.0,190546.0,21119.0,16723.0,40806.0,40806.0,29657.0,4762.0,129200.0,101.0,30186.0,260745.0,3660.0,54573.0
"Marion County, Illinois",0500000US17121,38503.0,41.6,35800.0,11867.0,28840.0,2898.0,3257.0,4926.0,4926.0,5859.0,592.0,72000.0,13.0,2604.0,37466.0,200.0,43427.0
"Marshall County, Illinois",0500000US17123,12060.0,46.4,11718.0,4133.0,10005.0,1486.0,1240.0,1638.0,1638.0,1478.0,146.0,104200.0,8.0,1080.0,11757.0,122.0,54189.0
"Mason County, Illinois",0500000US17125,13931.0,45.1,13610.0,4619.0,10406.0,1484.0,1212.0,2268.0,2268.0,1389.0,134.0,83100.0,4.0,998.0,13658.0,105.0,43125.0
"Massac County, Illinois",0500000US17127,14883.0,44.0,13541.0,4493.0,11111.0,1014.0,937.0,2117.0,2117.0,1806.0,55.0,82300.0,0.0,1045.0,14623.0,124.0,42706.0
"Menard County, Illinois",0500000US17129,12576.0,42.6,12227.0,3972.0,9403.0,945.0,1090.0,1754.0,1754.0,1876.0,197.0,132700.0,33.0,1556.0,12346.0,217.0,60420.0
"Mercer County, Illinois",0500000US17131,15971.0,44.8,15583.0,5115.0,12644.0,1612.0,1164.0,3013.0,3013.0,1790.0,356.0,98900.0,9.0,1391.0,15717.0,183.0,55750.0
"Monroe County, Illinois",0500000US17133,33703.0,42.3,32907.0,10830.0,28633.0,2326.0,2193.0,5820.0,5820.0,5166.0,1001.0,192600.0,10.0,4636.0,33391.0,836.0,72956.0
"Montgomery County, Illinois",0500000US17135,29301.0,42.4,26345.0,8732.0,18830.0,2507.0,2229.0,4075.0,4075.0,3203.0,335.0,80000.0,8.0,1792.0,24252.0,247.0,45173.0
"Morgan County, Illinois",0500000US17137,34801.0,41.1,31708.0,9612.0,22434.0,2366.0,2090.0,4939.0,4939.0,4364.0,456.0,99300.0,40.0,3124.0,31329.0,279.0,47760.0
"Moultrie County, Illinois",0500000US17139,14915.0,40.7,14656.0,4386.0,11482.0,1111.0,763.0,2444.0,2444.0,1923.0,196.0,101600.0,0.0,1185.0,14601.0,98.0,51432.0
"Ogle County, Illinois",0500000US17141,52034.0,41.8,49110.0,15762.0,40252.0,3922.0,3097.0,7599.0,7599.0,6046.0,1338.0,138500.0,30.0,4736.0,51376.0,540.0,55832.0
"Peoria County, Illinois",0500000US17143,186818.0,36.9,137377.0,48923.0,121211.0,14060.0,10874.0,21389.0,21389.0,24606.0,2141.0,128800.0,95.0,23140.0,181453.0,3087.0,51632.0
"Perry County, Illinois",0500000US17145,21595.0,41.6,19236.0,6065.0,14921.0,2075.0,1456.0,3415.0,3415.0,2049.0,153.0,80600.0,63.0,1502.0,19234.0,108.0,43308.0
"Piatt County, Illinois",0500000US17147,16469.0,43.3,16036.0,5546.0,13922.0,1503.0,1239.0,2906.0,2906.0,2806.0,263.0,126200.0,0.0,2223.0,16375.0,302.0,69160.0
"Pike County, Illinois",0500000US17149,16054.0,42.5,15531.0,5146.0,12331.0,1449.0,1014.0,2088.0,2088.0,2706.0,304.0,74800.0,3.0,1286.0,15487.0,74.0,40157.0
"Pope County, Illinois",0500000US17151,4255.0,50.6,3915.0,1343.0,3376.0,523.0,360.0,756.0,756.0,367.0,91.0,89300.0,0.0,273.0,4053.0,21.0,39243.0
"Pulaski County, Illinois",0500000US17153,5792.0,43.5,3763.0,1687.0,4228.0,551.0,476.0,986.0,986.0,1010.0,36.0,60800.0,0.0,331.0,5748.0,22.0,32538.0
"Putnam County, Illinois",0500000US17155,5746.0,46.4,5595.0,1949.0,4547.0,668.0,337.0,979.0,979.0,695.0,102.0,119200.0,5.0,403.0,5699.0,126.0,64085.0
"Randolph County, Illinois",0500000US17157,32934.0,41.4,28765.0,9115.0,22443.0,2930.0,2284.0,4540.0,4540.0,3454.0,305.0,97800.0,16.0,2241.0,28971.0,261.0,48343.0
"Richland County, Illinois",0500000US17159,16072.0,42.1,15604.0,4711.0,11780.0,1666.0,1227.0,2369.0,2369.0,2480.0,111.0,84500.0,1.0,1675.0,15763.0,151.0,45597.0
"Rock Island County, Illinois",0500000US17161,146536.0,40.1,120109.0,41522.0,101267.0,12862.0,10113.0,20600.0,20600.0,18670.0,2063.0,114600.0,90.0,14642.0,141583.0,1587.0,50208.0
"St. Clair County, Illinois",0500000US17163,265569.0,37.8,172396.0,67140.0,173793.0,19922.0,15569.0,35263.0,35263.0,30281.0,4297.0,120500.0,204.0,28251.0,261458.0,3611.0,50006.0
"Saline County, Illinois",0500000US17165,24659.0,42.0,22975.0,7183.0,17478.0,1708.0,1627.0,4179.0,4179.0,3109.0,501.0,71200.0,10.0,1786.0,23958.0,158.0,40290.0
"Sangamon County, Illinois",0500000US17167,198639.0,39.9,163815.0,57726.0,139141.0,10765.0,10906.0,28716.0,28716.0,29105.0,3406.0,133400.0,91.0,29382.0,194579.0,3691.0,56742.0
"Schuyler County, Illinois",0500000US17169,7205.0,45.5,6785.0,2422.0,5400.0,839.0,548.0,1059.0,1059.0,909.0,70.0,80100.0,1.0,672.0,7034.0,44.0,48396.0
"Scott County, Illinois",0500000US17171,5169.0,43.3,5078.0,1587.0,3720.0,541.0,586.0,1000.0,1000.0,613.0,25.0,82600.0,0.0,314.0,5010.0,50.0,46210.0
"Shelby County, Illinois",0500000US17173,22011.0,44.4,21656.0,7406.0,17782.0,2127.0,1962.0,3836.0,3836.0,2838.0,352.0,86200.0,0.0,1682.0,21750.0,70.0,48572.0
"Stark County, Illinois",0500000US17175,5840.0,46.2,5697.0,1959.0,4718.0,935.0,487.0,998.0,998.0,492.0,54.0,83900.0,0.0,494.0,5719.0,119.0,52058.0
"Stephenson County, Illinois",0500000US17177,46283.0,44.6,39890.0,13619.0,31955.0,4244.0,3225.0,7624.0,7624.0,4948.0,588.0,98700.0,61.0,3752.0,45426.0,253.0,45624.0
"Tazewell County, Illinois",0500000US17179,135400.0,40.6,129963.0,41628.0,106130.0,11228.0,8336.0,19702.0,19702.0,21708.0,2024.0,137200.0,112.0,16650.0,132301.0,1967.0,60178.0
"Union County, Illinois",0500000US17181,17458.0,43.7,16412.0,5355.0,13884.0,1364.0,1464.0,2501.0,2501.0,3234.0,304.0,94200.0,10.0,1603.0,17253.0,156.0,45464.0
"Vermilion County, Illinois",0500000US17183,79613.0,40.1,65911.0,21765.0,52920.0,7489.0,4970.0,10851.0,10851.0,9735.0,1565.0,75800.0,45.0,5297.0,76473.0,490.0,43552.0
"Wabash County, Illinois",0500000US17185,11587.0,42.6,11192.0,3570.0,8816.0,1278.0,960.0,1705.0,1705.0,1534.0,283.0,80200.0,0.0,1009.0,11473.0,82.0,46871.0
"Warren County, Illinois",0500000US17187,17611.0,39.9,15836.0,5044.0,12443.0,1713.0,1201.0,2666.0,2666.0,2359.0,289.0,82500.0,9.0,1811.0,16376.0,156.0,44067.0
"Washington County, Illinois",0500000US17189,14369.0,42.8,13896.0,4608.0,11375.0,1571.0,1004.0,2468.0,2468.0,1924.0,184.0,108600.0,0.0,1463.0,14111.0,155.0,54936.0
"Wayne County, Illinois",0500000US17191,16517.0,42.7,16070.0,5535.0,13369.0,1548.0,1268.0,3018.0,3018.0,2284.0,128.0,78000.0,14.0,1178.0,16391.0,132.0,46903.0
"White County, Illinois",0500000US17193,14410.0,44.5,14133.0,4673.0,10864.0,1560.0,1130.0,2032.0,2032.0,1915.0,310.0,69000.0,11.0,929.0,14004.0,129.0,43678.0
"Whiteside County, Illinois",0500000US17195,57155.0,42.8,52983.0,17710.0,43190.0,5862.0,4115.0,10039.0,10039.0,7482.0,865.0,99500.0,38.0,4431.0,56025.0,519.0,49151.0
"Will County, Illinois",0500000US17197,685378.0,37.0,508499.0,182341.0,562009.0,29411.0,33850.0,115996.0,115996.0,82061.0,11745.0,210600.0,414.0,94754.0,675615.0,16886.0,77507.0
"Williamson County, Illinois",0500000US17199,67336.0,40.9,62148.0,19176.0,48482.0,4595.0,4106.0,8088.0,8088.0,10253.0,584.0,101700.0,8.0,6269.0,65293.0,508.0,45902.0
"Winnebago County, Illinois",0500000US17201,288896.0,39.3,227040.0,74835.0,190829.0,19761.0,16398.0,42343.0,42343.0,28733.0,3314.0,116200.0,65.0,27796.0,283925.0,3053.0,49468.0
"Woodford County, Illinois",0500000US17203,39123.0,40.0,37882.0,11878.0,31973.0,3068.0,2537.0,5999.0,5999.0,6169.0,481.0,158600.0,35.0,5630.0,38111.0,710.0,68040.0
"Adams County, Indiana",0500000US18001,34813.0,33.7,33743.0,9367.0,28043.0,3167.0,2919.0,6049.0,6049.0,4980.0,488.0,114600.0,0.0,2311.0,34021.0,252.0,47572.0
"Allen County, Indiana",0500000US18003,365565.0,35.6,290987.0,96795.0,257721.0,20168.0,19757.0,47818.0,47818.0,55628.0,8289.0,116400.0,149.0,42160.0,359216.0,4255.0,49574.0
"Bartholomew County, Indiana",0500000US18005,80203.0,37.9,69108.0,21779.0,56757.0,6064.0,4425.0,10334.0,10334.0,12170.0,1780.0,137500.0,34.0,9685.0,79013.0,1114.0,55874.0
"Benton County, Indiana",0500000US18007,8709.0,40.5,8516.0,2461.0,6302.0,766.0,692.0,1288.0,1288.0,1087.0,91.0,81500.0,4.0,753.0,8574.0,40.0,48069.0
"Blackford County, Indiana",0500000US18009,12364.0,43.4,12036.0,3846.0,9367.0,1471.0,1061.0,1937.0,1937.0,1646.0,164.0,67100.0,12.0,546.0,12088.0,61.0,38791.0
"Boone County, Indiana",0500000US18011,61884.0,38.9,58207.0,17808.0,49648.0,3409.0,2875.0,8046.0,8046.0,13758.0,1523.0,195900.0,191.0,10613.0,61158.0,2521.0,72774.0
"Brown County, Indiana",0500000US18013,14965.0,48.3,14542.0,4751.0,11640.0,1058.0,966.0,2828.0,2828.0,2221.0,161.0,171600.0,21.0,1238.0,14806.0,151.0,56323.0
"Carroll County, Indiana",0500000US18015,20007.0,42.3,19407.0,6293.0,16170.0,1949.0,1783.0,3460.0,3460.0,2804.0,616.0,119200.0,9.0,1595.0,19790.0,171.0,54140.0
"Cass County, Indiana",0500000US18017,38324.0,40.5,32533.0,10994.0,28072.0,3719.0,2830.0,5026.0,5026.0,4936.0,477.0,82500.0,0.0,2335.0,37421.0,227.0,43918.0
"Clark County, Indiana",0500000US18019,113993.0,38.8,100506.0,30735.0,82301.0,8190.0,5940.0,16378.0,16378.0,15993.0,1599.0,129500.0,40.0,11116.0,112188.0,925.0,51844.0
"Clay County, Indiana",0500000US18021,26568.0,40.4,25848.0,7920.0,19624.0,2569.0,1618.0,4002.0,4002.0,3366.0,364.0,96600.0,0.0,2007.0,26069.0,142.0,49735.0
"Clinton County, Indiana",0500000US18023,32692.0,38.6,30571.0,8517.0,23278.0,2941.0,2417.0,5332.0,5332.0,3959.0,440.0,98700.0,15.0,2170.0,31884.0,239.0,50096.0
"Crawford County, Indiana",0500000US18025,10582.0,43.3,10322.0,3307.0,8591.0,976.0,700.0,1939.0,1939.0,1351.0,84.0,88600.0,0.0,437.0,10447.0,2.0,41173.0
"Daviess County, Indiana",0500000US18027,32583.0,34.6,31171.0,8441.0,24627.0,2839.0,2980.0,4506.0,4506.0,4110.0,760.0,113600.0,6.0,1721.0,32055.0,227.0,47939.0
"Dearborn County, Indiana",0500000US18029,49552.0,42.3,48123.0,14720.0,39346.0,3435.0,3891.0,9285.0,9285.0,7378.0,1075.0,159800.0,17.0,4561.0,48733.0,588.0,60834.0
"Decatur County, Indiana",0500000US18031,26340.0,39.1,25387.0,7167.0,18487.0,2203.0,1571.0,3675.0,3675.0,2965.0,417.0,119300.0,39.0,2106.0,25863.0,172.0,51185.0
"DeKalb County, Indiana",0500000US18033,42489.0,38.9,41184.0,12406.0,34012.0,2886.0,2799.0,7412.0,7412.0,6932.0,777.0,113800.0,37.0,3272.0,41994.0,339.0,50398.0
"Delaware County, Indiana",0500000US18035,116463.0,35.1,103243.0,29461.0,70593.0,9182.0,7016.0,12711.0,12711.0,12884.0,1663.0,87800.0,20.0,9560.0,109183.0,726.0,39537.0
"Dubois County, Indiana",0500000US18037,42345.0,40.9,40218.0,12519.0,32569.0,4002.0,3444.0,7621.0,7621.0,4700.0,481.0,140700.0,26.0,4004.0,41491.0,402.0,55154.0
"Elkhart County, Indiana",0500000US18039,201640.0,35.3,176160.0,48680.0,140876.0,9559.0,9991.0,30425.0,30425.0,27784.0,2608.0,125300.0,31.0,15497.0,197671.0,1463.0,49692.0
"Fayette County, Indiana",0500000US18041,23608.0,42.4,22721.0,6517.0,16017.0,2100.0,1677.0,3133.0,3133.0,3420.0,213.0,79900.0,0.0,1208.0,23216.0,138.0,40851.0
"Floyd County, Indiana",0500000US18043,76290.0,40.0,68841.0,20863.0,55939.0,5358.0,5369.0,12508.0,12508.0,9231.0,1228.0,158300.0,80.0,8938.0,74979.0,1176.0,57494.0
"Fountain County, Indiana",0500000US18045,16741.0,42.5,16356.0,5140.0,12634.0,1673.0,1151.0,3171.0,3171.0,2025.0,354.0,88300.0,15.0,1067.0,16330.0,106.0,45924.0
"Franklin County, Indiana",0500000US18047,22887.0,42.1,22410.0,6867.0,18010.0,2353.0,2619.0,4020.0,4020.0,2791.0,224.0,143000.0,108.0,1931.0,22799.0,168.0,52128.0
"Fulton County, Indiana",0500000US18049,20412.0,41.5,19256.0,6184.0,16158.0,1532.0,1276.0,4044.0,4044.0,3161.0,166.0,93700.0,17.0,1291.0,20178.0,73.0,46310.0
"Gibson County, Indiana",0500000US18051,33684.0,40.3,32046.0,10249.0,25820.0,3135.0,2788.0,4522.0,4522.0,4894.0,527.0,106300.0,13.0,2429.0,32742.0,276.0,49669.0
"Grant County, Indiana",0500000US18053,68269.0,39.8,60506.0,18047.0,43516.0,6006.0,4609.0,8479.0,8479.0,8950.0,739.0,84600.0,56.0,4580.0,62948.0,293.0,40272.0
"Greene County, Indiana",0500000US18055,32633.0,42.6,31981.0,10109.0,25745.0,2874.0,2690.0,5730.0,5730.0,4771.0,418.0,91400.0,84.0,2079.0,32242.0,173.0,45153.0
"Hamilton County, Indiana",0500000US18057,303042.0,36.3,265639.0,86624.0,246167.0,5890.0,9345.0,38349.0,38349.0,61799.0,8604.0,230000.0,755.0,69838.0,301103.0,13447.0,87782.0
"Hancock County, Indiana",0500000US18059,71955.0,39.8,68579.0,20575.0,56738.0,4597.0,4394.0,11441.0,11441.0,10722.0,715.0,160900.0,69.0,9387.0,71249.0,1036.0,68449.0
"Harrison County, Indiana",0500000US18061,39370.0,42.5,38299.0,11762.0,32566.0,3673.0,3063.0,7091.0,7091.0,5051.0,621.0,133400.0,10.0,2930.0,38857.0,322.0,52926.0
"Hendricks County, Indiana",0500000US18063,155817.0,37.5,138569.0,44229.0,126471.0,6034.0,6420.0,22217.0,22217.0,27772.0,3578.0,165200.0,43.0,24094.0,152953.0,2463.0,73042.0
"Henry County, Indiana",0500000US18065,48953.0,42.5,46578.0,13013.0,33656.0,4536.0,3482.0,7404.0,7404.0,5305.0,722.0,94000.0,31.0,3645.0,45359.0,252.0,44509.0
"Howard County, Indiana",0500000US18067,82728.0,41.5,72872.0,23539.0,57013.0,6324.0,4983.0,11259.0,11259.0,11327.0,1318.0,97900.0,17.0,7218.0,81398.0,814.0,45928.0
"Huntington County, Indiana",0500000US18069,36696.0,40.1,35479.0,11036.0,27572.0,2870.0,2607.0,5823.0,5823.0,5733.0,868.0,99700.0,12.0,2867.0,35106.0,178.0,47042.0
"Jackson County, Indiana",0500000US18071,43637.0,38.3,40199.0,12198.0,32411.0,3317.0,3212.0,6549.0,6549.0,6627.0,763.0,115100.0,48.0,3157.0,42738.0,205.0,48546.0
"Jasper County, Indiana",0500000US18073,33461.0,39.1,32002.0,9300.0,25246.0,2369.0,1433.0,5979.0,5979.0,4114.0,354.0,149100.0,0.0,2339.0,32376.0,202.0,55485.0
"Jay County, Indiana",0500000US18075,21196.0,39.4,20769.0,6087.0,15700.0,2183.0,1706.0,3755.0,3755.0,2295.0,372.0,81100.0,27.0,965.0,20843.0,83.0,42322.0
"Jefferson County, Indiana",0500000US18077,32482.0,40.5,30751.0,9025.0,21244.0,2292.0,2318.0,4640.0,4640.0,4261.0,514.0,112700.0,0.0,2201.0,29997.0,114.0,47065.0
"Jennings County, Indiana",0500000US18079,28023.0,39.6,27229.0,7762.0,20385.0,1859.0,1837.0,4385.0,4385.0,3783.0,397.0,97600.0,7.0,1247.0,27615.0,118.0,47236.0
"Johnson County, Indiana",0500000US18081,147567.0,37.4,136509.0,37876.0,104440.0,5523.0,6842.0,18877.0,18877.0,23016.0,3348.0,146600.0,80.0,19304.0,144953.0,2357.0,63023.0
"Knox County, Indiana",0500000US18083,37956.0,38.1,35803.0,9666.0,24517.0,3003.0,2656.0,5132.0,5132.0,4292.0,559.0,85100.0,20.0,2486.0,35374.0,264.0,44624.0
"Kosciusko County, Indiana",0500000US18085,78461.0,37.8,73563.0,22702.0,58659.0,4434.0,5192.0,12573.0,12573.0,11534.0,2017.0,136700.0,87.0,7043.0,76531.0,974.0,54482.0
"LaGrange County, Indiana",0500000US18087,38395.0,31.1,37605.0,9705.0,32089.0,1945.0,3250.0,7845.0,7845.0,5751.0,558.0,170600.0,74.0,1649.0,37975.0,373.0,53947.0
"Lake County, Indiana",0500000US18089,489698.0,38.2,302867.0,126609.0,337776.0,44650.0,31908.0,69495.0,69495.0,49544.0,6405.0,137800.0,249.0,45298.0,483288.0,4873.0,50905.0
"LaPorte County, Indiana",0500000US18091,110993.0,40.0,92765.0,30572.0,74070.0,8996.0,7232.0,16808.0,16808.0,11847.0,1550.0,123700.0,88.0,8840.0,101906.0,1116.0,48165.0
"Lawrence County, Indiana",0500000US18093,45696.0,42.4,44167.0,14282.0,35797.0,3646.0,3142.0,6817.0,6817.0,7152.0,941.0,103400.0,70.0,2972.0,44755.0,302.0,46044.0
"Madison County, Indiana",0500000US18095,129862.0,40.0,114056.0,35677.0,85468.0,12089.0,7392.0,16754.0,16754.0,17504.0,2424.0,90800.0,35.0,10451.0,123065.0,694.0,44795.0
"Marion County, Indiana",0500000US18097,932142.0,34.1,582047.0,195824.0,510113.0,46548.0,38461.0,104584.0,104584.0,103626.0,10191.0,120500.0,866.0,115366.0,913255.0,10119.0,43369.0
"Marshall County, Indiana",0500000US18099,46833.0,39.8,43839.0,12964.0,35903.0,4068.0,3269.0,8326.0,8326.0,5736.0,428.0,124600.0,38.0,3677.0,46110.0,317.0,49725.0
"Martin County, Indiana",0500000US18101,10218.0,42.7,9944.0,3285.0,8367.0,1046.0,749.0,1929.0,1929.0,1699.0,104.0,95400.0,0.0,459.0,10103.0,46.0,47457.0
"Miami County, Indiana",0500000US18103,36093.0,39.8,33011.0,9619.0,24938.0,3480.0,2700.0,5239.0,5239.0,4186.0,569.0,85600.0,0.0,1856.0,33718.0,151.0,45646.0
"Monroe County, Indiana",0500000US18105,143292.0,28.6,124252.0,29472.0,72855.0,5767.0,6234.0,12371.0,12371.0,15499.0,2381.0,161300.0,101.0,18497.0,128344.0,2227.0,43389.0
"Montgomery County, Indiana",0500000US18107,38108.0,40.4,36620.0,10611.0,27199.0,2492.0,2595.0,5085.0,5085.0,5657.0,833.0,111600.0,0.0,2895.0,36510.0,255.0,50253.0
"Morgan County, Indiana",0500000US18109,69504.0,41.2,67658.0,19518.0,52375.0,4808.0,4686.0,11033.0,11033.0,11539.0,1405.0,144400.0,20.0,4957.0,68196.0,513.0,57521.0
"Newton County, Indiana",0500000US18111,14022.0,42.9,13548.0,4112.0,10310.0,1132.0,1390.0,2720.0,2720.0,1622.0,160.0,112500.0,9.0,717.0,13779.0,149.0,50058.0
"Noble County, Indiana",0500000US18113,47587.0,38.4,46028.0,13424.0,35032.0,3188.0,3210.0,8552.0,8552.0,7075.0,910.0,111200.0,40.0,3078.0,46561.0,309.0,49657.0
"Ohio County, Indiana",0500000US18115,6003.0,46.2,5811.0,1963.0,5032.0,398.0,375.0,1206.0,1206.0,1005.0,216.0,146400.0,0.0,382.0,5921.0,0.0,54653.0
"Orange County, Indiana",0500000US18117,19579.0,40.9,18917.0,5768.0,15039.0,1748.0,1604.0,2802.0,2802.0,2931.0,391.0,88400.0,33.0,946.0,19180.0,72.0,41438.0
"Owen County, Indiana",0500000US18119,21038.0,44.3,20518.0,6791.0,16685.0,1400.0,1320.0,3651.0,3651.0,3654.0,315.0,108500.0,17.0,975.0,20799.0,125.0,45388.0
"Parke County, Indiana",0500000US18121,17033.0,41.6,16371.0,4813.0,12260.0,1277.0,962.0,3178.0,3178.0,2510.0,303.0,88300.0,0.0,981.0,15455.0,69.0,42664.0
"Perry County, Indiana",0500000US18123,19301.0,41.1,18287.0,5694.0,13733.0,2079.0,1600.0,3189.0,3189.0,2512.0,130.0,100000.0,0.0,940.0,17373.0,115.0,47396.0
"Pike County, Indiana",0500000US18125,12554.0,43.4,12222.0,4166.0,10235.0,1225.0,1144.0,2384.0,2384.0,1977.0,179.0,89500.0,0.0,737.0,12335.0,35.0,48076.0
"Porter County, Indiana",0500000US18127,167016.0,39.4,153059.0,47915.0,128980.0,10799.0,10601.0,27096.0,27096.0,22613.0,3598.0,168300.0,90.0,18661.0,162961.0,2494.0,64874.0
"Posey County, Indiana",0500000US18129,25527.0,42.7,24789.0,8463.0,21939.0,2669.0,2415.0,4294.0,4294.0,3987.0,590.0,136900.0,15.0,2438.0,25226.0,282.0,59918.0
"Pulaski County, Indiana",0500000US18131,12910.0,41.6,12417.0,3924.0,9363.0,1220.0,960.0,2435.0,2435.0,1437.0,94.0,92000.0,0.0,650.0,12740.0,79.0,44884.0
"Putnam County, Indiana",0500000US18133,37626.0,37.8,35313.0,9544.0,23421.0,2001.0,2223.0,5840.0,5840.0,4165.0,726.0,121700.0,25.0,2129.0,31959.0,298.0,52465.0
"Randolph County, Indiana",0500000US18135,25403.0,42.0,24524.0,7926.0,18899.0,2852.0,1737.0,3760.0,3760.0,3997.0,351.0,79000.0,7.0,1320.0,24908.0,95.0,42418.0
