NAME,GEO_ID,B01003_001E,B01002_001E,B02001_002E,B25075_001E,B25026_002E,B25026_008E,B25026_007E,B25026_006E,B25026_006E,B25026_004E,B25026_003E,B25077_001E,B25075_025E,B15003_022E,B17001_001E,B19001_017E,B19013_001E
"Suffolk County, New York",0500000US36103,1498130.0,40.9,1212079.0,389182.0,1201689.0,162578.0,142248.0,298701.0,298701.0,136326.0,15449.0,376000.0,8109.0,192708.0,1468054.0,62198.0,90128.0
"Sullivan County, New York",0500000US36105,75818.0,42.5,61984.0,18762.0,47638.0,5880.0,5608.0,10456.0,10456.0,6113.0,517.0,165900.0,208.0,6514.0,72922.0,1001.0,52027.0
"Tioga County, New York",0500000US36107,49649.0,43.9,48088.0,15415.0,39187.0,5743.0,4899.0,8753.0,8753.0,6120.0,540.0,112300.0,48.0,5464.0,49200.0,779.0,58115.0
"Tompkins County, New York",0500000US36109,104268.0,30.3,84196.0,21175.0,53887.0,5512.0,6471.0,10803.0,10803.0,8741.0,1299.0,182600.0,88.0,13254.0,90345.0,2238.0,54133.0
"Ulster County, New York",0500000US36111,180505.0,43.4,155745.0,48343.0,123858.0,17098.0,16313.0,27573.0,27573.0,16230.0,1326.0,219800.0,295.0,21827.0,172679.0,3535.0,60393.0
"Warren County, New York",0500000US36113,64911.0,45.6,62408.0,19037.0,46991.0,5138.0,5832.0,11252.0,11252.0,7456.0,1130.0,191500.0,319.0,7369.0,63997.0,964.0,57174.0
"Washington County, New York",0500000US36115,62465.0,43.2,58702.0,17368.0,43276.0,6156.0,5770.0,10974.0,10974.0,5861.0,526.0,143900.0,55.0,5322.0,59241.0,484.0,51449.0
"Wayne County, New York",0500000US36117,91874.0,43.4,85661.0,28037.0,71707.0,8569.0,9498.0,15963.0,15963.0,12029.0,1056.0,115100.0,51.0,8175.0,90430.0,761.0,51627.0
"Westchester County, New York",0500000US36119,969229.0,40.5,641027.0,210004.0,599174.0,68812.0,64512.0,135965.0,135965.0,94030.0,9758.0,507300.0,13900.0,157929.0,945758.0,62642.0,86226.0
"Wyoming County, New York",0500000US36121,41239.0,41.4,37778.0,11936.0,29238.0,4514.0,3820.0,6998.0,6998.0,3978.0,356.0,104200.0,4.0,2789.0,37386.0,205.0,53612.0
"Yates County, New York",0500000US36123,25106.0,41.5,24269.0,7346.0,18858.0,1586.0,2510.0,4794.0,4794.0,2713.0,242.0,126900.0,37.0,2155.0,23877.0,320.0,50105.0
"Alamance County, North Carolina",0500000US37001,156372.0,39.6,110548.0,40256.0,99870.0,10535.0,9284.0,18902.0,18902.0,18659.0,1893.0,143500.0,54.0,15755.0,152236.0,1313.0,43209.0
"Alexander County, North Carolina",0500000US37003,37211.0,42.4,33005.0,10261.0,27178.0,3888.0,3142.0,6853.0,6853.0,3268.0,413.0,125500.0,13.0,2394.0,35952.0,105.0,40404.0
"Alleghany County, North Carolina",0500000US37005,10868.0,48.5,9936.0,3629.0,7910.0,1256.0,661.0,2017.0,2017.0,945.0,79.0,140700.0,22.0,961.0,10738.0,66.0,38352.0
"Anson County, North Carolina",0500000US37007,25883.0,39.9,12423.0,6183.0,15926.0,2940.0,2083.0,3748.0,3748.0,1782.0,99.0,79900.0,0.0,1204.0,24049.0,88.0,34656.0
"Ashe County, North Carolina",0500000US37009,26992.0,46.9,25354.0,8806.0,19502.0,2858.0,2248.0,4003.0,4003.0,2123.0,519.0,143700.0,52.0,2799.0,26548.0,137.0,37360.0
"Avery County, North Carolina",0500000US37011,17633.0,44.0,16209.0,5117.0,11151.0,1790.0,1574.0,2369.0,2369.0,1627.0,185.0,130900.0,51.0,1526.0,15030.0,275.0,35891.0
"Beaufort County, North Carolina",0500000US37013,47513.0,45.2,33458.0,13206.0,32481.0,4188.0,3189.0,8108.0,8108.0,4800.0,443.0,122100.0,41.0,4039.0,46985.0,353.0,40906.0
"Bertie County, North Carolina",0500000US37015,20324.0,45.0,7313.0,5644.0,14080.0,2479.0,1718.0,4077.0,4077.0,1494.0,112.0,79900.0,0.0,1152.0,19070.0,29.0,31129.0
"Bladen County, North Carolina",0500000US37017,34454.0,42.9,19831.0,9666.0,22885.0,4354.0,3174.0,4667.0,4667.0,2453.0,788.0,85700.0,40.0,2461.0,33946.0,180.0,30408.0
"Brunswick County, North Carolina",0500000US37019,119167.0,50.9,99521.0,38378.0,87784.0,3997.0,4944.0,14275.0,14275.0,19267.0,2616.0,189500.0,233.0,16111.0,118103.0,1474.0,49356.0
"Buncombe County, North Carolina",0500000US37021,250112.0,41.7,222134.0,65544.0,162240.0,15292.0,13894.0,31189.0,31189.0,31320.0,4896.0,198100.0,489.0,40737.0,243785.0,3290.0,46902.0
"Burke County, North Carolina",0500000US37023,89082.0,43.3,75155.0,24045.0,61244.0,9823.0,8195.0,14284.0,14284.0,8299.0,1088.0,113600.0,90.0,7018.0,86260.0,427.0,39759.0
"Cabarrus County, North Carolina",0500000US37025,192296.0,37.7,142064.0,48622.0,137935.0,9173.0,9471.0,22664.0,22664.0,25014.0,4526.0,171000.0,122.0,24764.0,190605.0,2956.0,58970.0
"Caldwell County, North Carolina",0500000US37027,81623.0,43.5,73059.0,22517.0,57607.0,9307.0,7149.0,13584.0,13584.0,5992.0,2162.0,108900.0,81.0,5561.0,80432.0,484.0,37118.0
"Camden County, North Carolina",0500000US37029,10228.0,40.9,8452.0,3060.0,7948.0,508.0,698.0,1571.0,1571.0,1050.0,51.0,216600.0,0.0,913.0,10228.0,94.0,60714.0
"Carteret County, North Carolina",0500000US37031,68537.0,46.9,60921.0,21428.0,49272.0,4386.0,4621.0,9722.0,9722.0,8478.0,1298.0,197600.0,217.0,7934.0,67448.0,910.0,50599.0
"Caswell County, North Carolina",0500000US37033,23094.0,45.3,14408.0,6751.0,16826.0,2993.0,1911.0,4470.0,4470.0,1251.0,165.0,99500.0,38.0,1568.0,22161.0,108.0,38310.0
"Catawba County, North Carolina",0500000US37035,155461.0,41.1,123873.0,40959.0,105870.0,12789.0,10327.0,22812.0,22812.0,16859.0,1848.0,137600.0,122.0,15711.0,152795.0,1516.0,45450.0
"Chatham County, North Carolina",0500000US37037,68778.0,46.9,55295.0,21167.0,52366.0,4983.0,4619.0,9820.0,9820.0,11447.0,1000.0,243900.0,219.0,10310.0,67758.0,2084.0,58555.0
"Cherokee County, North Carolina",0500000US37039,27226.0,50.4,25518.0,8649.0,20552.0,2276.0,1981.0,4321.0,4321.0,3296.0,464.0,140700.0,0.0,2453.0,26860.0,50.0,35284.0
"Chowan County, North Carolina",0500000US37041,14556.0,45.3,9163.0,4098.0,9496.0,893.0,1508.0,2317.0,2317.0,1022.0,29.0,131500.0,0.0,1250.0,14289.0,102.0,41156.0
"Clay County, North Carolina",0500000US37043,10730.0,50.8,10646.0,3635.0,8365.0,778.0,579.0,1269.0,1269.0,1922.0,182.0,145800.0,0.0,1067.0,10677.0,61.0,36296.0
"Cleveland County, North Carolina",0500000US37045,97113.0,41.5,73303.0,25015.0,63261.0,9303.0,7600.0,14147.0,14147.0,8473.0,913.0,108100.0,28.0,6380.0,95289.0,461.0,39134.0
"Columbus County, North Carolina",0500000US37047,57015.0,41.6,35133.0,15354.0,37672.0,6773.0,4261.0,8748.0,8748.0,5066.0,608.0,84800.0,29.0,3236.0,54131.0,353.0,35847.0
"Craven County, North Carolina",0500000US37049,104190.0,36.1,73456.0,25702.0,64470.0,5735.0,5339.0,13584.0,13584.0,12266.0,1657.0,154000.0,79.0,9770.0,100278.0,1011.0,47957.0
"Cumberland County, North Carolina",0500000US37051,325841.0,31.5,166292.0,63899.0,167723.0,17153.0,14459.0,31742.0,31742.0,32639.0,3763.0,129000.0,94.0,31694.0,314518.0,2284.0,44810.0
"Currituck County, North Carolina",0500000US37053,24864.0,43.2,22490.0,7982.0,20191.0,878.0,1644.0,4623.0,4623.0,3011.0,855.0,227400.0,51.0,2803.0,24690.0,196.0,61086.0
"Dare County, North Carolina",0500000US37055,35187.0,45.3,32040.0,10062.0,23340.0,1150.0,2112.0,5537.0,5537.0,3652.0,619.0,283000.0,79.0,5028.0,35037.0,515.0,54787.0
"Davidson County, North Carolina",0500000US37057,164058.0,41.9,141859.0,45690.0,115127.0,14371.0,11121.0,26335.0,26335.0,14971.0,2080.0,132000.0,134.0,15053.0,161417.0,1192.0,44469.0
"Davie County, North Carolina",0500000US37059,41568.0,44.3,36842.0,12102.0,30698.0,3782.0,2931.0,6745.0,6745.0,3482.0,368.0,169300.0,83.0,4498.0,41186.0,828.0,51662.0
"Duplin County, North Carolina",0500000US37061,59121.0,39.2,38153.0,15344.0,40352.0,5569.0,3922.0,9043.0,9043.0,5601.0,523.0,88200.0,23.0,2844.0,58308.0,222.0,35364.0
"Durham County, North Carolina",0500000US37063,294618.0,34.6,150067.0,63056.0,153858.0,10312.0,11616.0,27575.0,27575.0,33825.0,4149.0,186800.0,284.0,50313.0,281786.0,6442.0,54093.0
"Edgecombe County, North Carolina",0500000US37065,54669.0,40.3,21006.0,12579.0,32082.0,4744.0,4128.0,7013.0,7013.0,3616.0,421.0,82200.0,15.0,2496.0,53535.0,190.0,32298.0
"Forsyth County, North Carolina",0500000US37067,364691.0,38.0,242803.0,89439.0,223279.0,22826.0,19128.0,39895.0,39895.0,41386.0,5748.0,151300.0,531.0,51269.0,354719.0,6258.0,46283.0
"Franklin County, North Carolina",0500000US37069,62989.0,40.4,42412.0,17288.0,43360.0,3540.0,3303.0,8278.0,8278.0,7200.0,996.0,134500.0,89.0,6141.0,61270.0,380.0,44272.0
"Gaston County, North Carolina",0500000US37071,211753.0,40.0,162526.0,52637.0,138580.0,18705.0,13951.0,27705.0,27705.0,22426.0,2663.0,126000.0,156.0,20501.0,208679.0,1731.0,44288.0
"Gates County, North Carolina",0500000US37073,11615.0,44.6,7363.0,3616.0,9098.0,1001.0,1110.0,2511.0,2511.0,1049.0,0.0,136800.0,9.0,788.0,11548.0,52.0,51582.0
"Graham County, North Carolina",0500000US37075,8651.0,44.8,7681.0,2671.0,7255.0,1104.0,1237.0,1957.0,1957.0,468.0,30.0,122300.0,10.0,557.0,8536.0,45.0,34778.0
"Granville County, North Carolina",0500000US37077,58341.0,41.9,35739.0,14814.0,40120.0,3570.0,2918.0,8103.0,8103.0,5084.0,851.0,141200.0,70.0,5498.0,55307.0,429.0,50317.0
"Greene County, North Carolina",0500000US37079,21241.0,39.8,11960.0,5096.0,12863.0,1782.0,1259.0,3600.0,3600.0,2277.0,302.0,88300.0,10.0,1010.0,19094.0,140.0,37190.0
"Guilford County, North Carolina",0500000US37081,511815.0,37.1,288612.0,117757.0,300352.0,28415.0,22560.0,57489.0,57489.0,51616.0,6552.0,157300.0,544.0,76052.0,496567.0,8398.0,46896.0
"Halifax County, North Carolina",0500000US37083,52849.0,42.4,21187.0,13532.0,32286.0,4661.0,4774.0,7054.0,7054.0,3910.0,350.0,87700.0,6.0,3333.0,51449.0,253.0,32549.0
"Harnett County, North Carolina",0500000US37085,126620.0,33.7,85578.0,27987.0,78212.0,6711.0,5747.0,14601.0,14601.0,18152.0,1624.0,140800.0,69.0,10485.0,123054.0,774.0,47930.0
"Haywood County, North Carolina",0500000US37087,59577.0,47.2,57137.0,18871.0,41905.0,5779.0,4499.0,8451.0,8451.0,6680.0,844.0,165800.0,79.0,6451.0,58984.0,601.0,43097.0
"Henderson County, North Carolina",0500000US37089,110905.0,46.8,101051.0,34141.0,80433.0,5151.0,6047.0,14770.0,14770.0,17161.0,2043.0,185800.0,120.0,15743.0,109603.0,1184.0,48138.0
"Hertford County, North Carolina",0500000US37091,24285.0,41.9,8572.0,5746.0,13929.0,2307.0,1671.0,3586.0,3586.0,1430.0,390.0,86900.0,0.0,1658.0,21386.0,71.0,34523.0
"Hoke County, North Carolina",0500000US37093,51853.0,31.7,23751.0,11316.0,32807.0,2168.0,2285.0,5547.0,5547.0,8558.0,888.0,134100.0,0.0,4315.0,50438.0,167.0,42704.0
"Hyde County, North Carolina",0500000US37095,5629.0,41.8,3743.0,1406.0,3262.0,644.0,158.0,689.0,689.0,321.0,0.0,75600.0,0.0,266.0,4946.0,25.0,37741.0
"Iredell County, North Carolina",0500000US37097,167493.0,40.4,136625.0,44333.0,119447.0,9650.0,7626.0,22867.0,22867.0,21960.0,3544.0,169300.0,563.0,20177.0,165885.0,2855.0,53937.0
"Jackson County, North Carolina",0500000US37099,41227.0,37.1,34411.0,10454.0,24177.0,3055.0,2723.0,5179.0,5179.0,3441.0,222.0,172800.0,164.0,4338.0,37458.0,199.0,40278.0
"Johnston County, North Carolina",0500000US37101,182155.0,37.7,142427.0,45255.0,128300.0,7528.0,8616.0,24516.0,24516.0,25693.0,3424.0,147500.0,152.0,18482.0,180110.0,972.0,51980.0
"Jones County, North Carolina",0500000US37103,10074.0,47.0,6634.0,2997.0,7126.0,1169.0,566.0,1976.0,1976.0,907.0,82.0,91000.0,20.0,687.0,10040.0,41.0,34080.0
"Lee County, North Carolina",0500000US37105,59540.0,37.6,41679.0,14271.0,38556.0,4407.0,3476.0,7609.0,7609.0,6062.0,484.0,134800.0,44.0,5692.0,58358.0,381.0,46402.0
"Lenoir County, North Carolina",0500000US37107,58343.0,42.1,32054.0,14214.0,34751.0,4662.0,4164.0,9417.0,9417.0,4700.0,534.0,93400.0,33.0,3638.0,57086.0,308.0,36956.0
"Lincoln County, North Carolina",0500000US37109,79783.0,42.4,70542.0,23414.0,61169.0,5218.0,5352.0,12538.0,12538.0,10692.0,1069.0,153500.0,188.0,7801.0,79050.0,1179.0,49283.0
"McDowell County, North Carolina",0500000US37111,45013.0,43.1,40968.0,12403.0,30747.0,4474.0,4101.0,6802.0,6802.0,4254.0,364.0,104500.0,54.0,3307.0,44005.0,143.0,37590.0
"Macon County, North Carolina",0500000US37113,33991.0,49.0,31469.0,11145.0,23998.0,1886.0,2377.0,5789.0,5789.0,3340.0,731.0,167500.0,74.0,3866.0,33654.0,420.0,39593.0
"Madison County, North Carolina",0500000US37115,21130.0,43.9,20310.0,6202.0,15006.0,1729.0,1762.0,2897.0,2897.0,1585.0,325.0,162500.0,51.0,2132.0,20067.0,150.0,40408.0
"Martin County, North Carolina",0500000US37117,23510.0,46.2,12711.0,6579.0,15866.0,3500.0,2245.0,3589.0,3589.0,1717.0,178.0,84000.0,44.0,1786.0,23335.0,172.0,34957.0
"Mecklenburg County, North Carolina",0500000US37119,1011774.0,34.7,565183.0,220137.0,589566.0,30401.0,35484.0,100814.0,100814.0,122465.0,16691.0,192700.0,3167.0,191987.0,996602.0,30001.0,59268.0
"Mitchell County, North Carolina",0500000US37121,15263.0,46.9,14797.0,5079.0,11986.0,2296.0,1311.0,2193.0,2193.0,1588.0,56.0,143500.0,0.0,1268.0,14898.0,55.0,39658.0
"Montgomery County, North Carolina",0500000US37123,27475.0,41.4,21057.0,7540.0,18841.0,2914.0,2065.0,3682.0,3682.0,2367.0,184.0,95700.0,66.0,2067.0,26636.0,162.0,34819.0
"Moore County, North Carolina",0500000US37125,93070.0,45.0,77031.0,28131.0,68160.0,5016.0,5137.0,14857.0,14857.0,13900.0,1323.0,205300.0,415.0,13816.0,92016.0,1687.0,51873.0
"Nash County, North Carolina",0500000US37127,94385.0,41.2,50234.0,23720.0,61718.0,5619.0,5373.0,15117.0,15117.0,8491.0,921.0,120500.0,36.0,8474.0,92224.0,1065.0,43804.0
"New Hanover County, North Carolina",0500000US37129,216430.0,38.4,175310.0,51589.0,124477.0,7422.0,7133.0,22688.0,22688.0,26745.0,2546.0,215800.0,687.0,36940.0,210024.0,4257.0,51232.0
"Northampton County, North Carolina",0500000US37131,20628.0,48.2,8133.0,5900.0,13105.0,2165.0,2120.0,3054.0,3054.0,2239.0,133.0,81000.0,34.0,1024.0,19727.0,58.0,31543.0
"Onslow County, North Carolina",0500000US37133,185755.0,26.4,138029.0,32851.0,94099.0,5602.0,7075.0,14667.0,14667.0,25677.0,3164.0,153300.0,134.0,13534.0,172250.0,851.0,46786.0
"Orange County, North Carolina",0500000US37135,139807.0,33.6,105093.0,31658.0,83480.0,5630.0,6960.0,15561.0,15561.0,17553.0,2423.0,281700.0,639.0,22331.0,129358.0,6143.0,61130.0
"Pamlico County, North Carolina",0500000US37137,12892.0,50.4,9722.0,4019.0,9166.0,1223.0,973.0,2126.0,2126.0,1377.0,177.0,147200.0,8.0,1200.0,12191.0,92.0,43808.0
"Pasquotank County, North Carolina",0500000US37139,39909.0,37.8,23440.0,8700.0,22039.0,2603.0,2107.0,3703.0,3703.0,3961.0,392.0,156400.0,5.0,3177.0,37536.0,230.0,45750.0
"Pender County, North Carolina",0500000US37141,56358.0,42.7,43164.0,15943.0,42812.0,2917.0,2976.0,9265.0,9265.0,7990.0,1003.0,160300.0,50.0,5942.0,55126.0,568.0,46580.0
"Perquimans County, North Carolina",0500000US37143,13470.0,47.9,9880.0,4369.0,10157.0,826.0,810.0,1634.0,1634.0,1267.0,84.0,165000.0,20.0,1295.0,13381.0,148.0,45208.0
"Person County, North Carolina",0500000US37145,39196.0,42.8,26918.0,10986.0,27621.0,3948.0,3045.0,6154.0,6154.0,2985.0,472.0,116000.0,1.0,3119.0,38624.0,164.0,43297.0
"Pitt County, North Carolina",0500000US37147,175150.0,31.7,102061.0,35963.0,91008.0,6064.0,7567.0,17992.0,17992.0,15875.0,2358.0,135000.0,140.0,19154.0,168687.0,1887.0,42308.0
"Polk County, North Carolina",0500000US37149,20324.0,51.3,18530.0,6321.0,14548.0,1282.0,1153.0,3719.0,3719.0,1815.0,183.0,208000.0,90.0,3159.0,19990.0,238.0,47396.0
"Randolph County, North Carolina",0500000US37151,142588.0,41.1,123509.0,39725.0,102445.0,12917.0,9437.0,22709.0,22709.0,14827.0,2163.0,118900.0,20.0,10502.0,140911.0,627.0,43010.0
"Richmond County, North Carolina",0500000US37153,45710.0,40.0,28756.0,11865.0,29008.0,4477.0,3106.0,7214.0,7214.0,3218.0,240.0,80500.0,21.0,2818.0,44288.0,201.0,32526.0
"Robeson County, North Carolina",0500000US37155,134576.0,35.6,39500.0,29367.0,83764.0,12591.0,11038.0,20992.0,20992.0,11061.0,777.0,71000.0,146.0,7545.0,131026.0,505.0,31298.0
"Rockingham County, North Carolina",0500000US37157,91898.0,44.1,69614.0,25426.0,62422.0,10032.0,7160.0,13496.0,13496.0,7872.0,973.0,107200.0,55.0,6372.0,90382.0,363.0,40003.0
"Rowan County, North Carolina",0500000US37159,138694.0,40.3,108360.0,34713.0,90185.0,10760.0,9808.0,21582.0,21582.0,13432.0,2559.0,130500.0,82.0,12060.0,134439.0,893.0,44494.0
"Rutherford County, North Carolina",0500000US37161,66701.0,44.1,56997.0,19142.0,45932.0,6416.0,5420.0,10781.0,10781.0,6395.0,893.0,107600.0,65.0,5212.0,65559.0,330.0,36144.0
"Sampson County, North Carolina",0500000US37163,63713.0,39.5,39660.0,16266.0,43969.0,5371.0,4164.0,11864.0,11864.0,6260.0,400.0,87900.0,16.0,3712.0,62915.0,355.0,36742.0
"Scotland County, North Carolina",0500000US37165,35711.0,39.4,16249.0,8196.0,21031.0,2924.0,2698.0,5475.0,5475.0,2219.0,348.0,83200.0,0.0,2193.0,33282.0,63.0,30013.0
"Stanly County, North Carolina",0500000US37167,60610.0,42.1,51212.0,16933.0,41718.0,6219.0,4769.0,9661.0,9661.0,5259.0,932.0,129300.0,33.0,4824.0,58626.0,252.0,44140.0
"Stokes County, North Carolina",0500000US37169,46453.0,45.1,43386.0,14807.0,36129.0,4819.0,4145.0,9015.0,9015.0,4351.0,437.0,120900.0,0.0,3744.0,45853.0,126.0,42489.0
"Surry County, North Carolina",0500000US37171,72767.0,43.0,66972.0,20861.0,52279.0,7281.0,5468.0,11493.0,11493.0,8003.0,986.0,119300.0,97.0,5078.0,71711.0,578.0,37345.0
"Swain County, North Carolina",0500000US37173,14234.0,40.7,9143.0,3792.0,9492.0,1336.0,1549.0,1663.0,1663.0,1202.0,132.0,121900.0,12.0,979.0,13990.0,101.0,33598.0
"Transylvania County, North Carolina",0500000US37175,33062.0,50.4,29879.0,10526.0,23776.0,2916.0,2182.0,5254.0,5254.0,4041.0,246.0,203100.0,117.0,4448.0,32030.0,317.0,43918.0
"Tyrrell County, North Carolina",0500000US37177,4128.0,45.3,2302.0,1097.0,2467.0,199.0,305.0,711.0,711.0,264.0,7.0,112400.0,0.0,134.0,3582.0,17.0,32165.0
"Union County, North Carolina",0500000US37179,217614.0,37.7,177613.0,57482.0,170086.0,8305.0,9130.0,27783.0,27783.0,35279.0,5683.0,206000.0,607.0,32883.0,214741.0,5888.0,67194.0
"Vance County, North Carolina",0500000US37181,44508.0,40.5,19355.0,9971.0,26228.0,3374.0,3323.0,6504.0,6504.0,3808.0,617.0,96700.0,15.0,2448.0,43667.0,261.0,32733.0
"Wake County, North Carolina",0500000US37183,998576.0,35.6,669687.0,236794.0,648140.0,24765.0,30390.0,115752.0,115752.0,147936.0,17809.0,241600.0,1486.0,209531.0,975560.0,30678.0,70620.0
"Warren County, North Carolina",0500000US37185,20324.0,46.5,8046.0,5426.0,13346.0,1542.0,1494.0,3923.0,3923.0,1713.0,214.0,95100.0,3.0,1280.0,19283.0,121.0,33913.0
"Washington County, North Carolina",0500000US37187,12503.0,44.9,5815.0,3374.0,7665.0,1714.0,1342.0,2014.0,2014.0,675.0,149.0,82400.0,16.0,559.0,12342.0,74.0,33286.0
"Watauga County, North Carolina",0500000US37189,52745.0,30.1,49587.0,11955.0,27408.0,2731.0,2628.0,6357.0,6357.0,4320.0,832.0,230700.0,95.0,6690.0,47235.0,647.0,39443.0
"Wayne County, North Carolina",0500000US37191,124447.0,37.0,74099.0,28050.0,72365.0,8759.0,6333.0,15936.0,15936.0,11692.0,1033.0,114200.0,82.0,10571.0,121371.0,817.0,40457.0
"Wilkes County, North Carolina",0500000US37193,68888.0,44.1,62792.0,20625.0,51027.0,8489.0,6385.0,10109.0,10109.0,7722.0,603.0,119100.0,71.0,4747.0,67731.0,391.0,34846.0
"Wilson County, North Carolina",0500000US37195,81617.0,40.3,41325.0,19137.0,47313.0,4616.0,4939.0,10194.0,10194.0,6920.0,819.0,117100.0,30.0,7035.0,80062.0,572.0,40260.0
"Yadkin County, North Carolina",0500000US37197,37819.0,43.0,34612.0,11670.0,28915.0,4194.0,2810.0,6933.0,6933.0,4342.0,515.0,126900.0,19.0,2198.0,37484.0,237.0,38623.0
"Yancey County, North Carolina",0500000US37199,17599.0,46.3,16991.0,5627.0,13124.0,1946.0,1029.0,3857.0,3857.0,1805.0,118.0,140500.0,16.0,1731.0,17413.0,83.0,36993.0
"Adams County, North Dakota",0500000US38001,2348.0,45.1,2203.0,776.0,1776.0,208.0,178.0,327.0,327.0,402.0,8.0,124000.0,4.0,319.0,2292.0,58.0,53295.0
"Barnes County, North Dakota",0500000US38003,11033.0,43.5,10405.0,3433.0,7784.0,975.0,813.0,1454.0,1454.0,1713.0,200.0,96700.0,2.0,1390.0,10495.0,211.0,55778.0
"Benson County, North Dakota",0500000US38005,6802.0,30.8,2885.0,1419.0,4012.0,672.0,484.0,852.0,852.0,612.0,90.0,65400.0,5.0,423.0,6770.0,64.0,41530.0
"Billings County, North Dakota",0500000US38007,936.0,45.8,891.0,280.0,698.0,95.0,95.0,132.0,132.0,116.0,0.0,167200.0,6.0,130.0,936.0,31.0,67969.0
"Bottineau County, North Dakota",0500000US38009,6650.0,45.2,6239.0,2297.0,5018.0,752.0,526.0,770.0,770.0,1567.0,152.0,128000.0,1.0,764.0,6321.0,122.0,55958.0
"Bowman County, North Dakota",0500000US38011,3238.0,42.6,3090.0,1064.0,2471.0,333.0,176.0,495.0,495.0,610.0,42.0,145700.0,0.0,361.0,3167.0,69.0,62955.0
"Burke County, North Dakota",0500000US38013,2239.0,38.6,2166.0,716.0,1622.0,263.0,193.0,276.0,276.0,287.0,38.0,116400.0,0.0,228.0,2239.0,59.0,65521.0
"Burleigh County, North Dakota",0500000US38015,90560.0,36.7,83296.0,26227.0,64921.0,4133.0,4232.0,10506.0,10506.0,18658.0,2174.0,220800.0,74.0,14754.0,87176.0,2266.0,66057.0
"Cass County, North Dakota",0500000US38017,166852.0,32.0,148944.0,36679.0,96146.0,5398.0,5089.0,15771.0,15771.0,26756.0,3415.0,183800.0,94.0,27277.0,162103.0,3513.0,54926.0
"Cavalier County, North Dakota",0500000US38019,3867.0,50.3,3710.0,1481.0,3250.0,680.0,454.0,521.0,521.0,662.0,34.0,90500.0,11.0,431.0,3764.0,106.0,65645.0
"Dickey County, North Dakota",0500000US38021,5160.0,43.2,4990.0,1582.0,3798.0,518.0,391.0,679.0,679.0,759.0,159.0,105500.0,2.0,754.0,4871.0,82.0,55882.0
"Divide County, North Dakota",0500000US38023,2369.0,50.3,2239.0,860.0,1906.0,287.0,328.0,331.0,331.0,356.0,17.0,115800.0,0.0,388.0,2290.0,87.0,62470.0
"Dunn County, North Dakota",0500000US38025,4284.0,39.9,3626.0,1206.0,3238.0,424.0,395.0,567.0,567.0,775.0,57.0,162700.0,22.0,463.0,4177.0,165.0,66964.0
"Eddy County, North Dakota",0500000US38027,2370.0,46.6,2173.0,756.0,1823.0,241.0,166.0,392.0,392.0,413.0,26.0,70900.0,0.0,278.0,2277.0,45.0,55489.0
"Emmons County, North Dakota",0500000US38029,3426.0,51.1,3309.0,1276.0,2959.0,495.0,264.0,693.0,693.0,510.0,0.0,84900.0,6.0,340.0,3371.0,74.0,45472.0
"Foster County, North Dakota",0500000US38031,3345.0,46.7,3256.0,1064.0,2531.0,292.0,257.0,399.0,399.0,654.0,7.0,110400.0,0.0,404.0,3272.0,34.0,55625.0
"Golden Valley County, North Dakota",0500000US38033,1895.0,41.0,1819.0,556.0,1212.0,192.0,57.0,159.0,159.0,397.0,3.0,115700.0,0.0,213.0,1843.0,27.0,37014.0
"Grand Forks County, North Dakota",0500000US38035,69793.0,29.5,61670.0,14547.0,36210.0,3306.0,3575.0,6935.0,6935.0,9488.0,963.0,168900.0,9.0,8827.0,65073.0,1107.0,50652.0
"Grant County, North Dakota",0500000US38037,2369.0,53.6,2294.0,929.0,1991.0,353.0,242.0,306.0,306.0,451.0,60.0,80600.0,12.0,248.0,2321.0,61.0,45978.0
"Griggs County, North Dakota",0500000US38039,2311.0,51.9,2230.0,742.0,1667.0,318.0,97.0,389.0,389.0,302.0,6.0,85800.0,9.0,315.0,2214.0,44.0,50250.0
"Hettinger County, North Dakota",0500000US38041,2639.0,48.6,2504.0,927.0,2105.0,382.0,238.0,340.0,340.0,420.0,5.0,106000.0,0.0,223.0,2480.0,47.0,55230.0
"Kidder County, North Dakota",0500000US38043,2419.0,45.9,2362.0,835.0,1956.0,295.0,294.0,296.0,296.0,374.0,46.0,100100.0,2.0,289.0,2419.0,82.0,58527.0
"LaMoure County, North Dakota",0500000US38045,4111.0,48.2,4037.0,1434.0,3240.0,637.0,338.0,581.0,581.0,491.0,43.0,87300.0,12.0,518.0,4003.0,112.0,55900.0
"Logan County, North Dakota",0500000US38047,1939.0,52.6,1905.0,734.0,1594.0,374.0,165.0,323.0,323.0,185.0,45.0,72300.0,6.0,176.0,1861.0,46.0,55068.0
"McHenry County, North Dakota",0500000US38049,5912.0,42.4,5739.0,2143.0,4944.0,781.0,419.0,967.0,967.0,1127.0,86.0,118100.0,4.0,701.0,5823.0,130.0,60741.0
"McIntosh County, North Dakota",0500000US38051,2737.0,52.6,2645.0,1031.0,2230.0,346.0,270.0,408.0,408.0,487.0,21.0,67900.0,29.0,299.0,2622.0,44.0,43650.0
"McKenzie County, North Dakota",0500000US38053,10718.0,31.3,8729.0,2138.0,6013.0,654.0,646.0,892.0,892.0,1753.0,187.0,202800.0,6.0,1185.0,10625.0,384.0,78179.0
